review,rating,support
it's the most.... AMAZING APP EVER!!!! you can make videos with any music you'd like and like other videos and go live anddddd text your friends!!!! You can also favorite videos and sounds if you ever wanto use them!! I LOVE THIS APP😁😁😁😃😃😃😃❤️❤️❤️❤️💕💕💕💕,5,0
this app is so amazing I love my fans and their super cool videos it is the popularity highlight of my school thank you so much,5,0
its a another way of talking to your frindes and i love it it brings out dance and pation,5,0
"Tik tok is a aap that we can show our reaction and like ham log apna khoobi dikha sakte hai tik tok par, it is a very good app everyone should download it..",5,0
I love this app but I have a problem can anyone help me out so I had a tik tok account and I got a new phone and a new phone number and i want to get back on that account but I forgot Tue password and I've tried everthing,4,0
its too cool aap ...even i would love this... nd plzz follow me on tiktok... id name:- itz_ur_ashish__,5,2
The only concern that i have is that it will not let u go live and some people like to do gorse stuff on this app,3,0
"c,mon now writing about this that bring the old app back , but everything is same just the cover and the name has chaged .so, i can't understand why are you gus fighting for old app.",5,3
i think it is a 10 out of 10 becuase people are good at yhos app and you can get famous,5,1
the app keeps freezing up. Always have problems downloading my videos and I already reported the problem to the app itself and no one has responded to fix it.,3,1
my videos not vairal no views no Likes why????????????????????? Plz updates more n happy n satisfaction all pepole please china tik tok coumpeny 😭😭😭😭😭😭😭😭,5,0
I used to have tik tok until it randomly just deleted it self 🤔😣but it's still a good a app😂BTW go follow my new account😚,5,61
I love this app. but I heared there getting red of all accounts under 1k. I'm pissed,1,1
I got on tiktok today and it deleted my videos. I messaged my friend over that and it deleted all my friends. fix this now tik tok. I emailed you and now I'm waiting.,1,1
"They deleted all of my videos and logged me out! and now i cant even post anything. now i have no followers and i dont even have my ""friends""",3,1
I like that we make new sounds !It is the best app I download! I love the dances on tic toc!,5,3
great app. only problem is i NEED to change my username & it hasnt been 30 days😭,5,3466
get t error! thanks r4r I r going on with you guys for eeeeeeeeee e 3serrrrrrrrrrr4rrreewrreewcdfse for with that gtftfdwfwefgf ev w e r,5,1
its really good but i aant music.ly back that was better now everyone is fighting about it and i love thi sapp so much i remember the first day it came out,3,0
i think this is a great app and bad at the same time i will rate this app 5 🌟,5,1
it's just awesome that is all I have to say plus three is magicians and last but not least bakers.,5,0
I keep on pitting in a birthday date and it still says not eligible for the app I even put in 1998 and it still won't let me So annoying I do like the app itself but since it has been doing this I won't be trying to download it again 😡,1,0
Good butt u have to control yourself while using it .Very addictive and trending app nowadays.,5,1
plz help me I cant login in my Id and my account is public so I dont want it in public plz help me as soon as possibly!!!!!!!!,1,2
I am getting this app back by popular demand by my friends.But my complaint is that I am not allowed to sign into my original account page,3,0
I really love the app but it needs to give credit to the song owners/ who made the song.,5,0
its really fun andddd when you are bored you can just watch them and it has alot of funny things too.,5,0
I hate tiktok the changing an everything the real tiktok comutiy asked my daughter questions that wear the nesasay pleasedo not take the risk I lost my daughter because of this dumb as appreciate,2,0
this is an amazing app we can enjoy our free time to watching videos in Tik Tok,5,3
its very fun. we can make our day hapy by using this app.👌👌👍👍,5,0
I think I think Tik Tok is the best musically app ever because it teaches you new songs and new people,5,29
"I have lost all the videos which i had saved in drafts, after I have uninstalled the app...it was nowhere mention in the app",1,8
its very great app for time passing.. loved it!!!,4,0
well its a god app but musically was better and had kid appropriate stuff i hope you would change it back to musically 😍😘🙃,3,1
its is a pretty good app it lets you communicate with others and yoy get to listen/sing your fav songs,5,357
This apps is very good. because of it I am going to be femas❤My tiktok ID ( @sonuverma108 ),5,0
it was very great but does anyone know how to watch it without wifi!?,5,1
this aap is soo gud for poor peoples and we so many gifts from this aap like iPhones shirt etc so this is worlds best aap,5,0
it is too good but the filters are not very well pls add more filters,3,0
it is the best app on earth and i sugest it to everyone who likes music and short vidios it is a bit like vine,5,69
i can't open a account...they shows network error but others apps running clearly,2,0
I like it but why to I have to have alot of fans to go live whyyy😭,4,0
when you could do many things and yeah installing get yeah that's good idea,5,0
awesome app not have too much to describe it but it is an awesome platform for everyone to show their hidden skills love u tiktok 😘😍😊,5,0
my likes andessages have not displayed anymore likes and comments red button comes and whenever I click on it it's show there are no any more messages what to do,3,0
the one of he best app of the world. is tiktok my luv my life is tiktok,5,0
welcome again tik tok but plz safe tik tok user they are done many stunts and arts which are harmfull plz change terms and conditions and who are not follw the then you are block there ac.,5,0
"i loved this app and i had made 40 videos. many people made stars,actors etc.. by this",5,0
awesome TIKTOK but u have a problem that I'm new for TIKTOK app but can't getting views on my profile videos 🙆🏼‍♂️ what should I do sir please help me,5,0
Awesome 👍 aap it's so much better fun and have a great experience,5,0
i love it my username is littlebabygirlhere and you should follow me,5,0
my video not showing other account...and some video deleted my account...,1,0
so I have had this app for a month and it is amazing my account is@Cutekittylife345 if you would like to see me,5,0
